address,price,area
台北市大安區仁愛路30號,1150,30
台北市大安區仁愛路31號,1155,31
台北市大安區仁愛路32號,1160,32
台北市大安區仁愛路33號,1165,33
台北市大安區仁愛路34號,1170,34
台北市大安區仁愛路35號,1175,35
台北市大安區仁愛路36號,1180,36
台北市大安區仁愛路37號,1185,37
台北市大安區仁愛路38號,1190,38
台北市大安區仁愛路39號,1195,39
台北市大安區仁愛路40號,1200,30
台北市大安區仁愛路41號,1205,31
台北市大安區仁愛路42號,1210,32
台北市大安區仁愛路43號,1215,33
台北市大安區仁愛路44號,1220,34
台北市大安區仁愛路45號,1225,35
台北市大安區仁愛路46號,1230,36
台北市大安區仁愛路47號,1235,37
台北市大安區仁愛路48號,1240,38
台北市大安區仁愛路49號,1245,39
台北市大安區仁愛路50號,1250,30
台北市大安區仁愛路51號,1255,31
台北市大安區仁愛路52號,1260,32
台北市大安區仁愛路53號,1265,33
台北市大安區仁愛路54號,1270,34
台北市大安區仁愛路55號,1275,35
台北市大安區仁愛路56號,1280,36
台北市大安區仁愛路57號,1285,37
台北市大安區仁愛路58號,1290,38
台北市大安區仁愛路59號,1295,39
台北市大安區仁愛路60號,1300,30
台北市大安區仁愛路61號,1305,31
台北市大安區仁愛路62號,1310,32
台北市大安區仁愛路63號,1315,33
台北市大安區仁愛路64號,1320,34
台北市大安區仁愛路65號,1325,35
台北市大安區仁愛路66號,1330,36
台北市大安區仁愛路67號,1335,37
台北市大安區仁愛路68號,1340,38
台北市大安區仁愛路69號,1345,39
台北市大安區仁愛路70號,1350,30
台北市大安區仁愛路71號,1355,31
台北市大安區仁愛路72號,1360,32
台北市大安區仁愛路73號,1365,33
台北市大安區仁愛路74號,1370,34
台北市大安區仁愛路75號,1375,35
台北市大安區仁愛路76號,1380,36
台北市大安區仁愛路77號,1385,37
台北市大安區仁愛路78號,1390,38
台北市大安區仁愛路79號,1395,39
台北市大安區仁愛路80號,1400,30
台北市大安區仁愛路81號,1405,31
台北市大安區仁愛路82號,1410,32
台北市大安區仁愛路83號,1415,33
台北市大安區仁愛路84號,1420,34
台北市大安區仁愛路85號,1425,35
台北市大安區仁愛路86號,1430,36
台北市大安區仁愛路87號,1435,37
台北市大安區仁愛路88號,1440,38
台北市大安區仁愛路89號,1445,39
台北市大安區仁愛路90號,1450,30
台北市大安區仁愛路91號,1455,31
台北市大安區仁愛路92號,1460,32
台北市大安區仁愛路93號,1465,33
台北市大安區仁愛路94號,1470,34
台北市大安區仁愛路95號,1475,35
台北市大安區仁愛路96號,1480,36
台北市大安區仁愛路97號,1485,37
台北市大安區仁愛路98號,1490,38
台北市大安區仁愛路99號,1495,39
台北市大安區仁愛路100號,1500,30
台北市大安區仁愛路101號,1505,31
台北市大安區仁愛路102號,1510,32
台北市大安區仁愛路103號,1515,33
台北市大安區仁愛路104號,1520,34
台北市大安區仁愛路105號,1525,35
台北市大安區仁愛路106號,1530,36
台北市大安區仁愛路107號,1535,37
台北市大安區仁愛路108號,1540,38
台北市大安區仁愛路109號,1545,39
台北市大安區仁愛路110號,1550,30
台北市大安區仁愛路111號,1555,31
台北市大安區仁愛路112號,1560,32
台北市大安區仁愛路113號,1565,33
台北市大安區仁愛路114號,1570,34
台北市大安區仁愛路115號,1575,35
台北市大安區仁愛路116號,1580,36
台北市大安區仁愛路117號,1585,37
台北市大安區仁愛路118號,1590,38
台北市大安區仁愛路119號,1595,39
台北市大安區仁愛路120號,1600,30
台北市大安區仁愛路121號,1605,31
台北市大安區仁愛路122號,1610,32
台北市大安區仁愛路123號,1615,33
台北市大安區仁愛路124號,1620,34
台北市大安區仁愛路125號,1625,35
台北市大安區仁愛路126號,1630,36
台北市大安區仁愛路127號,1635,37
台北市大安區仁愛路128號,1640,38
台北市大安區仁愛路129號,1645,39
台北市大安區仁愛路130號,1650,30
台北市大安區仁愛路131號,1655,31
台北市大安區仁愛路132號,1660,32
台北市大安區仁愛路133號,1665,33
台北市大安區仁愛路134號,1670,34
台北市大安區仁愛路135號,1675,35
台北市大安區仁愛路136號,1680,36
台北市大安區仁愛路137號,1685,37
台北市大安區仁愛路138號,1690,38
台北市大安區仁愛路139號,1695,39
台北市大安區仁愛路140號,1700,30
台北市大安區仁愛路141號,1705,31
台北市大安區仁愛路142號,1710,32
台北市大安區仁愛路143號,1715,33
台北市大安區仁愛路144號,1720,34
台北市大安區仁愛路145號,1725,35
台北市大安區仁愛路146號,1730,36
台北市大安區仁愛路147號,1735,37
台北市大安區仁愛路148號,1740,38
台北市大安區仁愛路149號,1745,39
台北市大安區仁愛路150號,1750,30
台北市大安區仁愛路151號,1755,31
台北市大安區仁愛路152號,1760,32
台北市大安區仁愛路153號,1765,33
台北市大安區仁愛路154號,1770,34
台北市大安區仁愛路155號,1775,35
台北市大安區仁愛路156號,1780,36
台北市大安區仁愛路157號,1785,37
台北市大安區仁愛路158號,1790,38
台北市大安區仁愛路159號,1795,39
台北市大安區仁愛路160號,1800,30
台北市大安區仁愛路161號,1805,31
台北市大安區仁愛路162號,1810,32
台北市大安區仁愛路163號,1815,33
台北市大安區仁愛路164號,1820,34
台北市大安區仁愛路165號,1825,35
台北市大安區仁愛路166號,1830,36
台北市大安區仁愛路167號,1835,37
台北市大安區仁愛路168號,1840,38
台北市大安區仁愛路169號,1845,39
台北市大安區仁愛路170號,1850,30
台北市大安區仁愛路171號,1855,31
台北市大安區仁愛路172號,1860,32
台北市大安區仁愛路173號,1865,33
台北市大安區仁愛路174號,1870,34
台北市大安區仁愛路175號,1875,35
台北市大安區仁愛路176號,1880,36
台北市大安區仁愛路177號,1885,37
台北市大安區仁愛路178號,1890,38
台北市大安區仁愛路179號,1895,39
台北市大安區仁愛路180號,1900,30
台北市大安區仁愛路181號,1905,31
台北市大安區仁愛路182號,1910,32
台北市大安區仁愛路183號,1915,33
台北市大安區仁愛路184號,1920,34
台北市大安區仁愛路185號,1925,35
台北市大安區仁愛路186號,1930,36
台北市大安區仁愛路187號,1935,37
台北市大安區仁愛路188號,1940,38
台北市大安區仁愛路189號,1945,39
台北市大安區仁愛路190號,1950,30
台北市大安區仁愛路191號,1955,31
台北市大安區仁愛路192號,1960,32
台北市大安區仁愛路193號,1965,33
台北市大安區仁愛路194號,1970,34
台北市大安區仁愛路195號,1975,35
台北市大安區仁愛路196號,1980,36
台北市大安區仁愛路197號,1985,37
台北市大安區仁愛路198號,1990,38
台北市大安區仁愛路199號,1995,39
台北市大安區仁愛路200號,2000,30
台北市大安區仁愛路201號,2005,31
台北市大安區仁愛路202號,2010,32
台北市大安區仁愛路203號,2015,33
台北市大安區仁愛路204號,2020,34
台北市大安區仁愛路205號,2025,35
台北市大安區仁愛路206號,2030,36
台北市大安區仁愛路207號,2035,37
台北市大安區仁愛路208號,2040,38
台北市大安區仁愛路209號,2045,39
台北市大安區仁愛路210號,2050,30
台北市大安區仁愛路211號,2055,31
台北市大安區仁愛路212號,2060,32
台北市大安區仁愛路213號,2065,33
台北市大安區仁愛路214號,2070,34
台北市大安區仁愛路215號,2075,35
台北市大安區仁愛路216號,2080,36
台北市大安區仁愛路217號,2085,37
台北市大安區仁愛路218號,2090,38
台北市大安區仁愛路219號,2095,39
台北市大安區仁愛路220號,2100,30
台北市大安區仁愛路221號,2105,31
台北市大安區仁愛路222號,2110,32
台北市大安區仁愛路223號,2115,33
台北市大安區仁愛路224號,2120,34
台北市大安區仁愛路225號,2125,35
台北市大安區仁愛路226號,2130,36
台北市大安區仁愛路227號,2135,37
台北市大安區仁愛路228號,2140,38
台北市大安區仁愛路229號,2145,39
台北市大安區仁愛路230號,2150,30
台北市大安區仁愛路231號,2155,31
台北市大安區仁愛路232號,2160,32
台北市大安區仁愛路233號,2165,33
台北市大安區仁愛路234號,2170,34
台北市大安區仁愛路235號,2175,35
台北市大安區仁愛路236號,2180,36
台北市大安區仁愛路237號,2185,37
台北市大安區仁愛路238號,2190,38
台北市大安區仁愛路239號,2195,39
台北市大安區仁愛路240號,2200,30
台北市大安區仁愛路241號,2205,31
台北市大安區仁愛路242號,2210,32
台北市大安區仁愛路243號,2215,33
台北市大安區仁愛路244號,2220,34
台北市大安區仁愛路245號,2225,35
台北市大安區仁愛路246號,2230,36
台北市大安區仁愛路247號,2235,37
台北市大安區仁愛路248號,2240,38
台北市大安區仁愛路249號,2245,39
台北市大安區仁愛路0號,1000,30
台北市大安區仁愛路1號,1005,31
台北市大安區仁愛路2號,1010,32
台北市大安區仁愛路3號,1015,33
台北市大安區仁愛路4號,1020,34
台北市大安區仁愛路5號,1025,35
台北市大安區仁愛路6號,1030,36
台北市大安區仁愛路7號,1035,37
台北市大安區仁愛路8號,1040,38
台北市大安區仁愛路9號,1045,39
台北市大安區仁愛路10號,1050,30
台北市大安區仁愛路11號,1055,31
台北市大安區仁愛路12號,1060,32
台北市大安區仁愛路13號,1065,33
台北市大安區仁愛路14號,1070,34
台北市大安區仁愛路15號,1075,35
台北市大安區仁愛路16號,1080,36
台北市大安區仁愛路17號,1085,37
台北市大安區仁愛路18號,1090,38
台北市大安區仁愛路19號,1095,39
台北市大安區仁愛路20號,1100,30
台北市大安區仁愛路21號,1105,31
台北市大安區仁愛路22號,1110,32
台北市大安區仁愛路23號,1115,33
台北市大安區仁愛路24號,1120,34
台北市大安區仁愛路25號,1125,35
台北市大安區仁愛路26號,1130,36
台北市大安區仁愛路27號,1135,37
台北市大安區仁愛路28號,1140,38
台北市大安區仁愛路29號,1145,39
台北市大安區仁愛路30號,1150,30
台北市大安區仁愛路31號,1155,31
台北市大安區仁愛路32號,1160,32
台北市大安區仁愛路33號,1165,33
台北市大安區仁愛路34號,1170,34
台北市大安區仁愛路35號,1175,35
台北市大安區仁愛路36號,1180,36
台北市大安區仁愛路37號,1185,37
台北市大安區仁愛路38號,1190,38
台北市大安區仁愛路39號,1195,39
台北市大安區仁愛路40號,1200,30
台北市大安區仁愛路41號,1205,31
台北市大安區仁愛路42號,1210,32
台北市大安區仁愛路43號,1215,33
台北市大安區仁愛路44號,1220,34
台北市大安區仁愛路45號,1225,35
台北市大安區仁愛路46號,1230,36
台北市大安區仁愛路47號,1235,37
台北市大安區仁愛路48號,1240,38
台北市大安區仁愛路49號,1245,39
台北市大安區仁愛路50號,1250,30
台北市大安區仁愛路51號,1255,31
台北市大安區仁愛路52號,1260,32
台北市大安區仁愛路53號,1265,33
台北市大安區仁愛路54號,1270,34
台北市大安區仁愛路55號,1275,35
台北市大安區仁愛路56號,1280,36
台北市大安區仁愛路57號,1285,37
台北市大安區仁愛路58號,1290,38
台北市大安區仁愛路59號,1295,39
台北市大安區仁愛路60號,1300,30
台北市大安區仁愛路61號,1305,31
台北市大安區仁愛路62號,1310,32
台北市大安區仁愛路63號,1315,33
台北市大安區仁愛路64號,1320,34
台北市大安區仁愛路65號,1325,35
台北市大安區仁愛路66號,1330,36
台北市大安區仁愛路67號,1335,37
台北市大安區仁愛路68號,1340,38
台北市大安區仁愛路69號,1345,39
台北市大安區仁愛路70號,1350,30
台北市大安區仁愛路71號,1355,31
台北市大安區仁愛路72號,1360,32
台北市大安區仁愛路73號,1365,33
台北市大安區仁愛路74號,1370,34
台北市大安區仁愛路75號,1375,35
台北市大安區仁愛路76號,1380,36
台北市大安區仁愛路77號,1385,37
台北市大安區仁愛路78號,1390,38
台北市大安區仁愛路79號,1395,39
台北市大安區仁愛路80號,1400,30
台北市大安區仁愛路81號,1405,31
台北市大安區仁愛路82號,1410,32
台北市大安區仁愛路83號,1415,33
台北市大安區仁愛路84號,1420,34
台北市大安區仁愛路85號,1425,35
台北市大安區仁愛路86號,1430,36
台北市大安區仁愛路87號,1435,37
台北市大安區仁愛路88號,1440,38
台北市大安區仁愛路89號,1445,39
台北市大安區仁愛路90號,1450,30
台北市大安區仁愛路91號,1455,31
台北市大安區仁愛路92號,1460,32
台北市大安區仁愛路93號,1465,33
台北市大安區仁愛路94號,1470,34
台北市大安區仁愛路95號,1475,35
台北市大安區仁愛路96號,1480,36
台北市大安區仁愛路97號,1485,37
台北市大安區仁愛路98號,1490,38
台北市大安區仁愛路99號,1495,39
台北市大安區仁愛路0號,1000,30
台北市大安區仁愛路1號,1005,31
台北市大安區仁愛路2號,1010,32
台北市大安區仁愛路3號,1015,33
台北市大安區仁愛路4號,1020,34
台北市大安區仁愛路5號,1025,35
台北市大安區仁愛路6號,1030,36
台北市大安區仁愛路7號,1035,37
台北市大安區仁愛路8號,1040,38
台北市大安區仁愛路9號,1045,39
台北市大安區仁愛路10號,1050,30
台北市大安區仁愛路11號,1055,31
台北市大安區仁愛路12號,1060,32
台北市大安區仁愛路13號,1065,33
台北市大安區仁愛路14號,1070,34
台北市大安區仁愛路15號,1075,35
台北市大安區仁愛路16號,1080,36
台北市大安區仁愛路17號,1085,37
台北市大安區仁愛路18號,1090,38
台北市大安區仁愛路19號,1095,39
台北市大安區仁愛路20號,1100,30
台北市大安區仁愛路21號,1105,31
台北市大安區仁愛路22號,1110,32
台北市大安區仁愛路23號,1115,33
台北市大安區仁愛路24號,1120,34
台北市大安區仁愛路25號,1125,35
台北市大安區仁愛路26號,1130,36
台北市大安區仁愛路27號,1135,37
台北市大安區仁愛路28號,1140,38
台北市大安區仁愛路29號,1145,39
台北市大安區仁愛路30號,1150,30
台北市大安區仁愛路31號,1155,31
台北市大安區仁愛路32號,1160,32
台北市大安區仁愛路33號,1165,33
台北市大安區仁愛路34號,1170,34
台北市大安區仁愛路35號,1175,35
台北市大安區仁愛路36號,1180,36
台北市大安區仁愛路37號,1185,37
台北市大安區仁愛路38號,1190,38
台北市大安區仁愛路39號,1195,39
台北市大安區仁愛路40號,1200,30
台北市大安區仁愛路41號,1205,31
台北市大安區仁愛路42號,1210,32
台北市大安區仁愛路43號,1215,33
台北市大安區仁愛路44號,1220,34
台北市大安區仁愛路45號,1225,35
台北市大安區仁愛路46號,1230,36
台北市大安區仁愛路47號,1235,37
台北市大安區仁愛路48號,1240,38
台北市大安區仁愛路49號,1245,39
台北市大安區仁愛路50號,1250,30
台北市大安區仁愛路51號,1255,31
台北市大安區仁愛路52號,1260,32
台北市大安區仁愛路53號,1265,33
台北市大安區仁愛路54號,1270,34
台北市大安區仁愛路55號,1275,35
台北市大安區仁愛路56號,1280,36
台北市大安區仁愛路57號,1285,37
台北市大安區仁愛路58號,1290,38
台北市大安區仁愛路59號,1295,39
台北市大安區仁愛路60號,1300,30
台北市大安區仁愛路61號,1305,31
台北市大安區仁愛路62號,1310,32
台北市大安區仁愛路63號,1315,33
台北市大安區仁愛路64號,1320,34
台北市大安區仁愛路65號,1325,35
台北市大安區仁愛路66號,1330,36
台北市大安區仁愛路67號,1335,37
台北市大安區仁愛路68號,1340,38
台北市大安區仁愛路69號,1345,39
台北市大安區仁愛路70號,1350,30
台北市大安區仁愛路71號,1355,31
台北市大安區仁愛路72號,1360,32
台北市大安區仁愛路73號,1365,33
台北市大安區仁愛路74號,1370,34
台北市大安區仁愛路75號,1375,35
台北市大安區仁愛路76號,1380,36
台北市大安區仁愛路77號,1385,37
台北市大安區仁愛路78號,1390,38
台北市大安區仁愛路79號,1395,39
台北市大安區仁愛路80號,1400,30
台北市大安區仁愛路81號,1405,31
台北市大安區仁愛路82號,1410,32
台北市大安區仁愛路83號,1415,33
台北市大安區仁愛路84號,1420,34
台北市大安區仁愛路85號,1425,35
台北市大安區仁愛路86號,1430,36
台北市大安區仁愛路87號,1435,37
台北市大安區仁愛路88號,1440,38
台北市大安區仁愛路89號,1445,39
台北市大安區仁愛路90號,1450,30
台北市大安區仁愛路91號,1455,31
台北市大安區仁愛路92號,1460,32
台北市大安區仁愛路93號,1465,33
台北市大安區仁愛路94號,1470,34
台北市大安區仁愛路95號,1475,35
台北市大安區仁愛路96號,1480,36
台北市大安區仁愛路97號,1485,37
台北市大安區仁愛路98號,1490,38
台北市大安區仁愛路99號,1495,39
台北市大安區仁愛路0號,1000,30
台北市大安區仁愛路1號,1005,31
台北市大安區仁愛路2號,1010,32
台北市大安區仁愛路3號,1015,33
台北市大安區仁愛路4號,1020,34
台北市大安區仁愛路5號,1025,35
台北市大安區仁愛路6號,1030,36
台北市大安區仁愛路7號,1035,37
台北市大安區仁愛路8號,1040,38
台北市大安區仁愛路9號,1045,39
台北市大安區仁愛路10號,1050,30
台北市大安區仁愛路11號,1055,31
台北市大安區仁愛路12號,1060,32
台北市大安區仁愛路13號,1065,33
台北市大安區仁愛路14號,1070,34
台北市大安區仁愛路15號,1075,35
台北市大安區仁愛路16號,1080,36
台北市大安區仁愛路17號,1085,37
台北市大安區仁愛路18號,1090,38
台北市大安區仁愛路19號,1095,39
台北市大安區仁愛路20號,1100,30
台北市大安區仁愛路21號,1105,31
台北市大安區仁愛路22號,1110,32
台北市大安區仁愛路23號,1115,33
台北市大安區仁愛路24號,1120,34
台北市大安區仁愛路25號,1125,35
台北市大安區仁愛路26號,1130,36
台北市大安區仁愛路27號,1135,37
台北市大安區仁愛路28號,1140,38
台北市大安區仁愛路29號,1145,39
台北市大安區仁愛路30號,1150,30
台北市大安區仁愛路31號,1155,31
台北市大安區仁愛路32號,1160,32
台北市大安區仁愛路33號,1165,33
台北市大安區仁愛路34號,1170,34
台北市大安區仁愛路35號,1175,35
台北市大安區仁愛路36號,1180,36
台北市大安區仁愛路37號,1185,37
台北市大安區仁愛路38號,1190,38
台北市大安區仁愛路39號,1195,39
台北市大安區仁愛路40號,1200,30
台北市大安區仁愛路41號,1205,31
台北市大安區仁愛路42號,1210,32
台北市大安區仁愛路43號,1215,33
台北市大安區仁愛路44號,1220,34
台北市大安區仁愛路45號,1225,35
台北市大安區仁愛路46號,1230,36
台北市大安區仁愛路47號,1235,37
台北市大安區仁愛路48號,1240,38
台北市大安區仁愛路49號,1245,39
台北市大安區仁愛路50號,1250,30
台北市大安區仁愛路51號,1255,31
台北市大安區仁愛路52號,1260,32
台北市大安區仁愛路53號,1265,33
台北市大安區仁愛路54號,1270,34
台北市大安區仁愛路55號,1275,35
台北市大安區仁愛路56號,1280,36
台北市大安區仁愛路57號,1285,37
台北市大安區仁愛路58號,1290,38
台北市大安區仁愛路59號,1295,39
台北市大安區仁愛路60號,1300,30
台北市大安區仁愛路61號,1305,31
台北市大安區仁愛路62號,1310,32
台北市大安區仁愛路63號,1315,33
台北市大安區仁愛路64號,1320,34
台北市大安區仁愛路65號,1325,35
台北市大安區仁愛路66號,1330,36
台北市大安區仁愛路67號,1335,37
台北市大安區仁愛路68號,1340,38
台北市大安區仁愛路69號,1345,39
台北市大安區仁愛路70號,1350,30
台北市大安區仁愛路71號,1355,31
台北市大安區仁愛路72號,1360,32
台北市大安區仁愛路73號,1365,33
台北市大安區仁愛路74號,1370,34
台北市大安區仁愛路75號,1375,35
台北市大安區仁愛路76號,1380,36
台北市大安區仁愛路77號,1385,37
台北市大安區仁愛路78號,1390,38
台北市大安區仁愛路79號,1395,39
台北市大安區仁愛路80號,1400,30
台北市大安區仁愛路81號,1405,31
台北市大安區仁愛路82號,1410,32
台北市大安區仁愛路83號,1415,33
台北市大安區仁愛路84號,1420,34
台北市大安區仁愛路85號,1425,35
台北市大安區仁愛路86號,1430,36
台北市大安區仁愛路87號,1435,37
台北市大安區仁愛路88號,1440,38
台北市大安區仁愛路89號,1445,39
台北市大安區仁愛路90號,1450,30
台北市大安區仁愛路91號,1455,31
台北市大安區仁愛路92號,1460,32
台北市大安區仁愛路93號,1465,33
台北市大安區仁愛路94號,1470,34
台北市大安區仁愛路95號,1475,35
台北市大安區仁愛路96號,1480,36
台北市大安區仁愛路97號,1485,37
台北市大安區仁愛路98號,1490,38
台北市大安區仁愛路99號,1495,39
