編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPPQMLTKQHIFFBB28CA,1,13.92,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPOOMLQKQHIFFBB67CA,7,74.80,店舖、集合住宅,鋼筋混凝土造,95年1月26日,十五層,一層 二層
RPOOMLQKQHIFFBB67CA,7,11.62,共有部份,鋼筋混凝土造,95年1月26日,十五層,
RPOOMLQKQHIFFBB67CA,7,6.46,共有部份,鋼筋混凝土造,95年1月26日,十五層,
RPOOMLQKQHIFFBB67CA,7,.06,辦公室,鋼筋混凝土造,95年1月26日,十五層,
RPOOMLQKQHIFFBB67CA,7,28.13,共有部份,鋼筋混凝土造,95年1月26日,十五層,
RPOOMLQKQHIFFBB67CA,7,.01,共有部份,鋼筋混凝土造,95年1月26日,十五層,
RPRPMLPJQHIFFCB97CA,22,240.32,住家用,鋼筋混凝土造,80年8月1日,四層,一層 二層 三層 四層 陽台 平台 露台 地下層
RPXOMLRJQHIFFCB68CA,2,124.22,住家用,鋼筋混凝土造,100年1月27日,十四層,七層 陽台 雨遮
RPXOMLRJQHIFFCB68CA,2,89.13,共有部份之項目有：防空避難室兼停車空間、梯廳、安全梯、排煙室、緊急昇降梯、台電配電室、發電機房、停車空間、電信室、水景機房、水箱、污水及消防機房、公共服務空間、走廊、環保室、陽台、車道、雨遮、樓梯間、機械室、水錶室、電梯機械室等二十二項,鋼筋混凝土造,100年1月27日,十四層,
RPUNMLOJQHIFFBB87CA,1,71.24,住家用,鋼筋混凝土造,101年8月14日,十四層,五層 陽台 雨遮
RPUNMLOJQHIFFBB87CA,1,37.68,本共有部份係依使用執照之建築概要表記載項目有，公共服務空間．門廳．梯間．昇降機間．梯間兼排煙室．水箱．車道．停車空間．防空避難室兼停車空間．外廊．消防機房．污水機房．台電配電室．緊急發電機室．電信室．機房等１６項。,鋼筋混凝土造,101年8月14日,十四層,
RPUNMLOJQHIFFBB87CA,1,15.42,本共有部份係依使用執照之建築概要表記載項目有，梯間．昇降機間．梯間兼排煙室．水箱．電梯機房．門廳等６項。,鋼筋混凝土造,101年8月14日,十四層,
RPTNMLOJQHIFFBB77CA,17,100.94,住家用,鋼筋混凝土造,85年6月27日,二十四層,二十層 陽台
RPTNMLOJQHIFFBB77CA,17,8.81,共有部份,鋼筋混凝土造,85年6月27日,二十四層,
RPTNMLOJQHIFFBB77CA,17,2.00,共有部份,鋼筋混凝土造,85年6月27日,二十四層,
RPTNMLOJQHIFFBB77CA,17,.00,共有部份,鋼筋混凝土造,85年6月27日,二十四層,
RPTNMLOJQHIFFBB77CA,17,.00,共有部份,鋼筋混凝土造,85年6月27日,二十四層,
RPTNMLOJQHIFFBB77CA,17,30.37,共有部份,鋼筋混凝土造,85年6月27日,二十四層,
RPTNMLOJQHIFFBB77CA,17,35.07,共有部份,鋼筋混凝土造,85年6月27日,二十四層,
RPQUMLSJQHIFFCB68CA,42,58.05,住家用,磚造,60年3月20日,一層,一層
RPUNMLKKQHIFFCB67CA,19,96.65,住家用,鋼筋混凝土造,83年8月25日,十五層,九層 陽台
RPUNMLKKQHIFFCB67CA,19,27.87,共有部份,鋼筋混凝土造,83年8月25日,十五層,
RPPOMLLLQHIFFBB37CA,13,284.22,辦公室,鋼骨鋼筋混凝土造,89年6月3日,二十八層,二十四層 陽台
RPPOMLLLQHIFFBB37CA,13,104.59,本共有部份係依使用執照之建築概要表記載項目有：停車空間，梯廳，排煙室，樓梯間，消防機房，水箱，車道，行動不便電梯，緊急升降機電梯，電梯，停車空間兼防空避難室，台電配電室，電錶室，機車停車空間，電信室，垃圾集中處，儲藏室等１７項。,鋼骨鋼筋混凝土造,89年6月3日,二十八層,
RPPOMLLLQHIFFBB37CA,13,78.39,本共有部份係依使用執照之建築概要表記載項目有：門廳，門廊，排煙室，樓梯間，儲藏室，行動不便電梯，緊急升降機電梯，電梯，防災中心，發電機房，梯廳，消防中繼機房，管委會使用空間，電梯機房，水錶室，水箱等１６項。,鋼骨鋼筋混凝土造,89年6月3日,二十八層,
RPOPMLLLQHIFFBB37CA,21,108.15,住家用,鋼筋混凝土造,81年4月1日,十六層,八層 陽台 花台
RPOPMLLLQHIFFBB37CA,21,31.30,共有部份,鋼筋混凝土造,81年4月1日,十六層,
RPXNMLMKQHIFFCB18CA,7,30.90,住家用,鋼筋混凝土造,95年11月24日,十四層,十四層 陽台
RPXNMLMKQHIFFCB18CA,7,13.86,共用,鋼筋混凝土造,95年11月24日,十四層,
RPRRMLOKQHIFFCB18CA,27,145.10,住家用,加強磚造,75年8月19日,二層,一層 二層 陽台 平台 屋頂突出物 夾層
RPPNMLSJQHIFFCB87CA,1,298.80,住宅、停車空間、樓梯間,鋼筋混凝土造,101年11月16日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPPTMLRJQHIFFCB38CA,18,94.99,店舖,ＲＣ造,84年6月23日,十二層,一層
RPPTMLRJQHIFFCB38CA,18,2.83,共同使用,鋼筋混凝土造,84年6月23日,十二層,
RPPTMLRJQHIFFCB38CA,18,29.65,共同使用,鋼筋混凝土造,84年6月23日,十二層,
RPPTMLRJQHIFFCB38CA,18,5.69,共同使用,鋼筋混凝土造,84年6月23日,十二層,
RPXQMLKLQHIFFBB28CA,7,11.77,共有部份,鋼筋混凝土造,95年12月25日,十四層,
RPXQMLKLQHIFFBB28CA,7,7.24,共有部份,鋼筋混凝土造,95年12月25日,十四層,
RPXQMLKLQHIFFBB28CA,7,46.59,住家用,鋼筋混凝土造,95年12月25日,十四層,十一層 陽台
RPQOMLPJQHIFFAL58CA,31,27.00,工業用,鋼造,71年12月6日,一層,一層
RPRNMLMJQHIFFAL28CA,24,153.49,住宅、梯間,鋼筋混凝土造,78年12月14日,三層,一層 二層 三層 陽台 見其他登記事項
RPUNMLRKQHIFFCB38CA,2,188.53,住家用,鋼骨鋼筋混凝土造,100年1月10日,二十八層,二十三層 陽台 雨遮
RPUNMLRKQHIFFCB38CA,2,96.27,本共有部分之項目有停車空間、車道、梯廳﹝昇降機間﹞、安全梯、消防機械室、機械室、清水池、防空避難室兼停車空間、電信室、台電配電室、門廳、管委會使用空間、防災中心、垃圾處理室、特別安全梯、緩衝空間、無遮簷人行道、圍牆、儲藏室、水箱、中繼機械室、透空遮牆等二十二項。,鋼骨鋼筋混凝土造,100年1月10日,二十八層,
RPUNMLRKQHIFFCB38CA,2,.36,本共有部分之項目有停車空間等一項,鋼骨鋼筋混凝土造,100年1月10日,二十八層,
RPPRMLNKQHIFFBB77CA,,470.33,住宅、梯間、停車空間、水箱室,鋼筋混凝土造,102年1月30日,四層,一層 二層 三層 四層 陽台 雨遮 見其他登記事項
RPPNMLSJQHIFFAL68CA,,73.82,自用農舍,鋼骨造,102年6月3日,一層,一層
RPROMLKKQHIFFAL28CA,,237.60,自用農舍,鋼骨造,102年5月7日,三層,一層 二層 三層
RPVNMLLLQHIFFAL78CA,10,58.31,住家用,鋼筋混凝土造,91年12月9日,八層,八層 陽台
RPVNMLLLQHIFFAL78CA,10,12.28,共有部份,鋼筋混凝土造,91年12月9日,八層,
RPVNMLLLQHIFFAL78CA,10,9.11,共有部份,鋼筋混凝土造,91年12月9日,八層,
RPTNMLRJQHIFFBL09CA,47,83.60,住家用,鋼筋混凝土加強磚造,55年11月16日,二層,一層 二層
RPXNMLQLQHIFFAL86CA,13,89.07,住家用,鋼筋混凝土造,89年8月28日,十六層,六層 陽台
RPXNMLQLQHIFFAL86CA,13,57.41,共有部份,鋼筋混凝土造,89年8月28日,十六層,
RPVNMLRJQHIFFBL66CA,31,111.22,住商用,鋼筋混凝土加強磚造,70年5月9日,二層,一層 二層 屋頂突出物 走廊
RPQQMLMJQHIFFCL68CA,38,105.00,住商用,加強磚造,63年12月26日,二層,
RPXOMLRJQHIFFCL07CA,1,232.85,住宅、店舖、停車空間、樓梯間,鋼筋混凝土造,101年7月11日,四層,一層 二層 三層 四層 陽台 屋頂突出物 騎樓
RPXPMLTJQHIFFCL37CA,19,78.54,住家用,鋼筋混凝土造,83年2月1日,五層,四層 陽台
RPXPMLTJQHIFFCL37CA,19,8.84,梯間,鋼筋混凝土造,83年2月1日,五層,
RPPNMLKKQHIFFCL18CA,9,89.68,住家用,鋼筋混凝土造,94年1月3日,七層,三層
RPPNMLKKQHIFFCL18CA,9,46.51,見其他登記事項,鋼筋混凝土造,94年1月3日,八層,
RPSNMLKKQHIFFCL48CA,14,63.21,住家用,鋼筋混凝土造,88年8月12日,十層,八層
RPSNMLKKQHIFFCL48CA,14,7.79,見其他登記事項,鋼筋混凝土造,88年8月12日,十層,
RPSNMLKKQHIFFCL48CA,14,9.01,見其他登記事項,鋼筋混凝土造,88年8月12日,十層,
RPSNMLKKQHIFFCL48CA,14,.88,見其他登記事項,鋼筋混凝土造,88年8月12日,十層,
RPSNMLKKQHIFFCL48CA,14,.17,見其他登記事項,鋼筋混凝土造,88年8月12日,一層,
RPSNMLKKQHIFFCL48CA,14,8.54,見其他登記事項,鋼筋混凝土造,88年8月12日,十層,
RPSNMLKKQHIFFCL48CA,14,.83,見其他登記事項,鋼筋混凝土造,88年8月12日,十層,
RPVNMLTJQHIFFCL96CA,7,15.75,住家用,鋼筋混凝土造,96年1月9日,五層,
RPVNMLTJQHIFFCL96CA,7,2.42,見其他登記事項,鋼筋混凝土造,96年1月9日,五層,
RPVNMLTJQHIFFCL96CA,7,20.57,住家用,鋼筋混凝土造,96年1月9日,五層,
RPVNMLTJQHIFFCL96CA,7,15.75,住家用,鋼筋混凝土造,96年1月9日,五層,
RPVNMLTJQHIFFCL96CA,7,15.75,住家用,鋼筋混凝土造,96年1月9日,五層,
RPVNMLTJQHIFFCL96CA,7,15.75,住家用,鋼筋混凝土造,96年1月9日,五層,
RPVNMLTJQHIFFCL96CA,7,15.75,住家用,鋼筋混凝土造,96年1月9日,五層,
RPRQMLPKQHIFFCB18CA,19,90.55,住家用,鋼筋混凝土造,83年11月8日,二十三層,十一層 陽台 花台
RPRQMLPKQHIFFCB18CA,19,30.75,共有部份,鋼筋混凝土造,83年11月8日,二十三層,
RPOQMLQLQHIFFCB08CA,4,172.30,住家用,鋼骨鋼筋混凝土造,98年6月23日,二十六層,九層 陽台 雨遮
RPOQMLQLQHIFFCB08CA,4,58.47,共用,鋼骨鋼筋混凝土造,98年6月23日,二十六層,
RPOQMLQLQHIFFCB08CA,4,99.07,共用,鋼骨鋼筋混凝土造,98年6月23日,二十六層,
RPROMLRKQHIFFCL56CA,1,191.88,見其他登記事項,鋼筋混凝土造,102年4月30日,三層,一層 二層 三層 見其他登記事項
RPPOMLRKQHIFFCL98CA,,184.77,見其他登記事項,鋼筋混凝土造,102年4月30日,三層,一層 二層 三層 見其他登記事項
RPTOMLRKQHIFFCL76CA,,171.55,見其他登記事項,鋼筋混凝土造,102年4月30日,三層,一層 二層 三層 見其他登記事項
RPVOMLRKQHIFFCL96CA,,171.19,見其他登記事項,鋼筋混凝土造,102年4月30日,三層,一層 二層 三層 見其他登記事項
RPTWMLNLQHIFFCB88CA,18,132.26,住家用,鋼筋混凝土造,84年1月26日,九層,九層 陽台 露台 花台
RPTWMLNLQHIFFCB88CA,18,43.05,共有部份,鋼筋混凝土造,84年1月26日,九層,
RPXNMLRKQHIFFCL07CA,,184.75,見其他登記事項,鋼筋混凝土造,102年4月30日,三層,一層 二層 三層 見其他登記事項
RPPPMLRKQHIFFCL09CA,,171.21,見其他登記事項,鋼筋混凝土造,102年4月30日,三層,一層 二層 三層 見其他登記事項
RPRPMLRKQHIFFCL66CA,,176.90,見其他登記事項,鋼筋混凝土造,102年4月30日,三層,一層 二層 三層 見其他登記事項
RPXOMLRKQHIFFCL17CA,,171.57,見其他登記事項,鋼筋混凝土造,102年4月30日,三層,一層 二層 三層 見其他登記事項
RPVPMLRKQHIFFCL07CA,,170.74,見其他登記事項,鋼筋混凝土造,102年4月30日,三層,一層 二層 三層 見其他登記事項
RPTPMLRKQHIFFCL86CA,,175.51,見其他登記事項,鋼筋混凝土造,102年4月30日,三層,一層 二層 三層 見其他登記事項
RPXPMLRKQHIFFCL27CA,1,171.46,見其他登記事項,鋼筋混凝土造,102年4月30日,三層,一層 二層 三層 見其他登記事項
RPPQMLRKQHIFFCL56CA,,176.82,見其他登記事項,鋼筋混凝土造,102年4月30日,三層,一層 二層 三層 見其他登記事項
RPQOMLLLQHIFFCL58CA,9,217.47,住家用,鋼筋混凝土造,93年11月29日,四層,一層 二層 三層 四層 陽台 雨遮
RPQOMLLLQHIFFCL58CA,9,1.34,管理員室,鋼筋混凝土造,93年11月29日,三層,
RPPNMLMJQHIFFEL48CA,33,96.14,住家用,加強磚造,69年12月25日,二層,一層 二層
RPVOMLTKQHIFFCB78CA,18,201.62,住家用,鋼筋混凝土造,84年8月17日,十六層,一層 二層 平台 露台
RPVOMLTKQHIFFCB78CA,18,29.13,共有部份,鋼筋混凝土造,84年8月17日,十六層,
RPVOMLTKQHIFFCB78CA,18,14.10,共有部份,鋼筋混凝土造,84年8月17日,十六層,
RPPNMLQJQHIFFFL98CA,1,180.68,住宅、人行道、停車空間,鋼筋混凝土造,101年6月8日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPXNMLTKQHIFFFL57CA,19,174.33,住商用,鋼筋混凝土造,83年9月30日,三層,一層 二層 三層 騎樓 見其他登記事項 見其他登記事項
RPSNMLKLQHIFFFL88CA,21,91.31,住家用,鋼筋混凝土造,81年10月25日,八層,七層 陽台
RPSNMLKLQHIFFFL88CA,21,26.75,共有部份,鋼筋混凝土造,81年10月25日,八層,
RPQNMLLLQHIFFFL78CA,,268.17,住宅、停車空間,鋼筋混凝土造,102年2月6日,五層,一層 二層 三層 四層 五層 陽台
RPPNMLOJQHIFFGL88CA,1,84.42,集合住宅,鋼筋混凝土造,101年6月28日,十二層,三層 陽台 雨遮
RPPNMLOJQHIFFGL88CA,1,15.26,本共有部分之項目有停車空間、台電配電室、發電機房、水箱、電信室、防空避難室兼停車空間、消防機房及污水機房等８項，停車位共計９４位,鋼筋混凝土造,101年6月28日,十二層,
RPPNMLOJQHIFFGL88CA,1,23.43,本共有部分之項目有人行道、管委會使用空間、梯廳、梯間、機械室、電梯機房及水箱等７項,鋼筋混凝土造,101年6月28日,十二層,
RPQNMLOJQHIFFGL98CA,19,198.76,人行道、店舖、住房,鋼筋混凝土造,83年8月19日,五層,一層 二層 三層 四層 五層 陽台 平台 騎樓 花台
RPSNMLOJQHIFFGL56CA,16,172.45,住房．梯間,鋼筋混凝土造,86年12月17日,四層,一層 二層 三層 四層 陽台 雨遮 見其他登記事項
RPQPMLRJQHIFFGL86CA,20,85.86,集合住宅,鋼筋混凝土造,82年9月15日,十四層,九層 陽台 花台
RPQPMLRJQHIFFGL86CA,20,11.24,辦公室、停車空間,鋼筋混凝土造,82年9月15日,十四層,
RPQPMLRJQHIFFGL86CA,20,23.68,共有部份,鋼筋混凝土造,82年9月15日,十四層,
RPONNLSJQHIFFGL66CA,19,157.87,住宅、梯間,鋼筋混凝土造,83年8月25日,三層,一層 二層 三層 陽台 平台 屋頂突出物
RPPOMLRJQHIFFGL66CA,7,118.45,農舍,鋼造,95年8月22日,一層,一層
RPTNMLQLQHIFFEL86CA,,225.38,住宅‧停車空間,鋼筋混凝土造,102年4月23日,四層,一層 二層 三層 四層 陽台
RPQNMLKKQHIFFGL68CA,33,92.46,住商用,加強磚造,69年4月5日,二層,一層 二層
RPTOMLMKQHIFFGL66CA,32,95.09,住家用,加強磚造,70年4月30日,二層,一層 二層 電梯樓梯間
RPROMLNKQHIFFGL56CA,40,96.02,住家用,磚造及磚木造蓋瓦頂,62年1月10日,二層,一層 二層
RPPNMLOKQHIFFGL98CA,22,164.36,住商用,鋼筋混凝土造,80年2月10日,十二層,一層 二層 三層 陽台 平台
RPPNMLOKQHIFFGL98CA,22,7.59,共有部份,鋼筋混凝土造,80年2月20日,十二層,
RPPNMLOKQHIFFGL98CA,22,7.12,共有部份,鋼筋混凝土造,80年2月20日,十二層,
RPPNMLOKQHIFFGL98CA,22,.81,集合住宅、人行道,鋼筋混凝土造,80年2月20日,十二層,
RPTQMLOLIIIFFBB57CA,3,46.13,本共有部份係依使用執照之建築概要表記載項目有：停車空間．樓梯間．電梯間．梯廳．儲藏室．水箱．消防機械室．發電機室．防空避難室兼停車空間．台電配電室．水池機房．電信室．游泳池機房等１３項,鋼筋混凝土造,99年5月31日,十五層,
RPTQMLOLIIIFFBB57CA,3,7.77,本共有部份係依使用執照之建築概要表記載項目有：管理中心．管理委員會使用空間．公共服務空間．排煙室．電梯間．樓梯間．梯廳．水錶室．水箱．機械室等１０項,鋼筋混凝土造,99年5月31日,十五層,
