編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPRSMLQJKHIFFBB67CA,19,.19,共有部份,鋼筋混凝土造,83年2月8日,十三層,
RPQTMLRJKHIFFBB77CA,47,118.76,住家用,鋼筋混凝土加強磚造,55年6月6日,二層,一層 二層 騎樓
RPQSMLRJKHIFFBB67CA,17,67.80,住家用,鋼筋混凝土造,85年6月10日,十四層,十一層 陽台 花台
RPQSMLRJKHIFFBB67CA,17,16.41,共有部份,鋼筋混凝土造,85年6月10日,十四層,
RPQSMLRJKHIFFBB67CA,17,10.71,共有部份,鋼筋混凝土造,85年6月10日,十四層,
RPRTMLRJKHIFFBB87CA,17,.03,商業用,鋼筋混凝土造,84年8月14日,十六層,一層
RPRTMLRJKHIFFBB87CA,17,2.65,共有部份,鋼筋混凝土造,84年8月14日,十六層,
RPRTMLRJKHIFFBB87CA,17,14.34,共有部份,鋼筋混凝土造,84年8月14日,十六層,
RPUUMLRJKHIFFBB28CA,20,65.16,住家用,鋼筋混凝土造,81年11月1日,十三層,二層 陽台 花台
RPUUMLRJKHIFFBB28CA,20,15.87,共有部份,鋼筋混凝土造,81年11月1日,十三層,
RPUUMLRJKHIFFBB28CA,20,10.33,停車空間，避難室,鋼筋混凝土造,81年11月1日,十三層,
RPXNMLSJKHIFFBB97CA,30,118.04,住家用,鋼筋混凝土造,71年9月1日,七層,六層 陽台
RPXNMLSJKHIFFBB97CA,30,11.73,共有部份,鋼筋混凝土造,71年9月1日,七層,
RPPPMLSJKHIFFBB37CA,7,77.66,住家用,鋼筋混凝土造,95年5月16日,十三層,十一層 陽台 雨遮
RPPPMLSJKHIFFBB37CA,7,54.52,共有部份,鋼筋混凝土造,95年5月16日,十三層,
RPTNMLMLKHIFFAB07CA,18,26.88,住家用,鋼筋混凝土造,83年9月24日,十三層,十一層 陽台 花台
RPTNMLMLKHIFFAB07CA,18,8.80,防空避難室兼停車空間．水塔．樓梯間．機械室,鋼筋混凝土造,83年9月24日,十三層,
RPPNMLRJKHIFFAB96CA,19,69.66,住家用,鋼筋混凝土造,82年11月25日,十二層,十一層 陽台
RPPNMLRJKHIFFAB96CA,19,11.40,防空避難室．門廳．人行道．水箱．停車空間．機械室．梯間．受電室,鋼筋混凝土造,82年11月25日,十二層,
RPXRMLSJKHIFFBB38CA,30,75.56,住家用,鋼筋混凝土造,71年11月29日,五層,二層 陽台
RPTPMLTKKHIFFBB97CA,14,60.90,住家用,鋼筋混凝土造,87年10月19日,十二層,三層 陽台
RPTPMLTKKHIFFBB97CA,14,22.65,共有部份,鋼筋混凝土造,87年10月19日,十二層,
RPPNMLMLKHIFFBB76CA,20,80.37,住家用,鋼筋混凝土造,82年5月5日,八層,三層 陽台
RPPNMLMLKHIFFBB76CA,20,9.55,共有部份,鋼筋混凝土造,82年5月5日,八層,
RPSNMLMLKHIFFBB07CA,,193.02,停車空間、住宅、樓梯間,鋼筋混凝土造,101年7月18日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPRPMLPJKHIFFAB17CA,31,139.27,商業用,鋼筋混凝土造,71年2月26日,十層,十層 陽台
RPXNMLNLKHIFFAB57CA,1,273.01,人行道、停車空間、店舖、住宅、水箱間、樓梯間,鋼筋混凝土造,101年2月3日,四層,一層 二層 三層 四層 陽台 騎樓 見其他登記事項
RPSPMLPJKHIFFAB27CA,17,20.04,集合住宅,鋼筋混凝土造,85年5月6日,十八層,八層 陽台
RPQNMLSKKHIFFBB37CA,24,173.71,商業用,鋼筋混凝土造,78年7月14日,七層,一層 二層 陽台 平台 騎樓 花台
RPQNMLSKKHIFFBB37CA,24,68.15,共有部份,鋼筋混凝土造,78年7月14日,七層,
RPXPMLSJKHIFFBB18CA,6,46.59,住家用,鋼筋混凝土造,95年12月25日,十四層,十三層 陽台
RPXPMLSJKHIFFBB18CA,6,11.77,共有部份,鋼筋混凝土造,95年12月25日,十四層,
RPXPMLSJKHIFFBB18CA,6,28.58,共有部份,鋼筋混凝土造,95年12月25日,十四層,
RPVPMLSJKHIFFBB97CA,10,103.05,住家用,鋼筋混凝土造,91年8月7日,二十四層,五層 六層 陽台 雨遮
RPVPMLSJKHIFFBB97CA,10,49.27,共有部份,鋼筋混凝土造,91年8月7日,二十四層,
RPQPMLSJKHIFFBB47CA,16,82.48,住家用,鋼筋混凝土造,85年10月29日,八層,五層 陽台 花台
RPQPMLSJKHIFFBB47CA,16,31.87,共有部份,鋼筋混凝土造,85年10月29日,八層,
RPPNMLNJKHIFFCB76CA,33,69.76,住家用,鋼筋混凝土造,68年7月12日,四層,四層
RPSNMLPJKHIFFCB27CA,19,109.63,住家用,鋼筋混凝土造,83年1月18日,十二層,九層 陽台 花台
RPSNMLPJKHIFFCB27CA,19,37.60,共有部份,鋼筋混凝土造,83年1月18日,十二層,
RPSTMLPJKHIFFCB87CA,4,171.52,住家用,鋼筋混凝土造,98年5月6日,十五層,八層 陽台 雨遮
RPSTMLPJKHIFFCB87CA,4,159.56,共用,鋼筋混凝土造,98年5月6日,十五層,
RPTUMLPJKHIFFCB08CA,7,165.97,住家用,鋼筋混凝土造,94年12月30日,十四層,二層 陽台 雨遮
RPTUMLPJKHIFFCB08CA,7,116.41,共用,鋼筋混凝土造,94年12月30日,十四層,
RPPPMLQJKHIFFCB27CA,1,59.54,住家用,鋼筋混凝土造,101年2月24日,十二層,十層 陽台 雨遮
RPPPMLQJKHIFFCB27CA,1,17.59,本共有部分係依使用執照建築概要表記載項目有梯廳（昇降機間）、安全梯、管委會使用空間、公共服務空間、管理員室、垃圾處理室、儲藏室、車道、樓梯間（昇降機間）、樓梯間、機械室、水箱等十二項,鋼筋混凝土造,101年2月24日,十二層,
RPPPMLQJKHIFFCB27CA,1,35.23,本共有部分係依使用執照建築概要表記載項目有停車空間、電信室、車道、電梯間（昇降機間）、安全梯、台電配電室、防空避難室兼停車空間、蓄水池、機械室等九項,鋼筋混凝土造,101年2月24日,十二層,
RPXSMLQJKHIFFCB38CA,40,77.80,住家用,鋼筋混凝土加強磚造,62年3月9日,二層,一層 二層
RPSOMLRJKHIFFCB57CA,26,140.84,住家用,加強磚造,75年7月28日,二層,一層 二層 陽台 平台 屋頂突出物 露台 夾層
RPXOMLSJKHIFFCB18CA,,70.18,住家用,鋼筋混凝土造,101年9月26日,十四層,二層 陽台
RPXOMLSJKHIFFCB18CA,,53.69,本共有部分之項目有停車空間、排煙室、梯廳、梯間、水箱、污水機房、消防機房、防空避難室兼停車空間、台電配電室、緊急發電機室、電信室、人行道、門廳、管理員室、公共服務空間、穿廊、車道、垃圾集中處、電梯機房等十九項。,鋼筋混凝土造,101年9月26日,十四層,
RPOPMLSJKHIFFCB37CA,,64.08,住家用,鋼筋混凝土造,101年9月26日,十四層,八層 陽台 雨遮
RPOPMLSJKHIFFCB37CA,,30.23,本共有部分之項目有停車空間、排煙室、梯廳、梯間、水箱、污水機房、消防機房、防空避難室兼停車空間、台電配電室、緊急發電機室、電信室、人行道、門廳、管理員室、公共服務空間、穿廊、車道、垃圾集中處、電梯機房等十九項。,鋼筋混凝土造,101年9月26日,十四層,
RPPPMLSJKHIFFCB47CA,,64.42,住家用,鋼筋混凝土造,101年9月26日,十四層,八層 陽台 雨遮
RPPPMLSJKHIFFCB47CA,,30.36,本共有部分之項目有停車空間、排煙室、梯廳、梯間、水箱、污水機房、消防機房、防空避難室兼停車空間、台電配電室、緊急發電機室、電信室、人行道、門廳、管理員室、公共服務空間、穿廊、車道、垃圾集中處、電梯機房等十九項。,鋼筋混凝土造,101年9月26日,十四層,
RPPNNLSJKHIFFCB37CA,23,141.01,住家用,鋼筋混凝土造,79年3月17日,六層,三層 四層 陽台
RPPNNLSJKHIFFCB37CA,23,65.74,共有部份,鋼筋混凝土造,79年3月17日,六層,
RPPWMLSJKHIFFCB18CA,26,125.96,住家用,加強磚造,76年5月19日,二層,一層 二層 陽台 平台 屋頂突出物 夾層
RPVWMLSJKHIFFCB78CA,5,53.73,住家用,鋼筋混凝土造,96年11月22日,十二層,十層 陽台 雨遮
RPVWMLSJKHIFFCB78CA,5,48.93,共用,鋼筋混凝土造,96年11月22日,十二層,
RPXOMLRLKHIFFBB18CA,18,83.01,住家用,鋼筋混凝土造,83年8月15日,十二層,七層 陽台
RPXOMLRLKHIFFBB18CA,18,29.10,共有部份,鋼筋混凝土造,83年8月15日,十二層,
RPXNMLKLKHIFFCB47CA,4,280.14,機電設備室、集合住宅,鋼骨鋼筋混凝土造,98年3月9日,二十八層,十二層 陽台 雨遮
RPXNMLKLKHIFFCB47CA,4,100.47,共用,鋼骨鋼筋混凝土造,98年3月9日,二十八層,
RPPQMLPLKHIFFBB37CA,14,51.90,共有部份,鋼筋混凝土造,88年4月19日,十四層,
RPPQMLPLKHIFFBB37CA,14,99.66,住家用,鋼筋混凝土造,88年4月19日,十四層,十層 陽台
RPROMLLLKHIFFCB07CA,17,20.76,住商用,鋼筋混凝土造,85年1月19日,十四層,一層 二層 三層 四層 陽台 平台 露台
RPQQMLPLKHIFFBB47CA,32,641.28,住家用,鋼筋混凝土造,69年10月6日,三層,
RPUNMLOJKHIFFAL18CA,18,84.37,住家用,鋼筋混凝土造,83年11月11日,八層,三層 陽台 露台
RPUNMLOJKHIFFAL18CA,18,20.89,共有部份,鋼筋混凝土造,83年11月11日,八層,
RPXOMLOJKHIFFAL58CA,17,140.67,店舖、住宅、人行道、梯間,鋼筋混凝土造,84年8月18日,三層,一層 二層 三層 陽台 騎樓 見其他登記事項
RPOPMLOJKHIFFAL77CA,37,84.48,住家用,加強磚造,64年12月17日,二層,一層 二層
RPUNMLRJKHIFFAL48CA,32,106.20,住商用,加強磚造,69年6月28日,二層,一層 二層 騎樓 電梯樓梯間
RPXNMLRJKHIFFAL78CA,20,80.70,住家用,鋼筋混凝土造,82年2月8日,十六層,七層 陽台
RPXNMLRJKHIFFAL78CA,20,12.40,共有部份,鋼筋混凝土造,82年2月8日,十六層,
RPXNMLRJKHIFFAL78CA,21,8.73,共有部份,鋼筋混凝土造,81年2月8日,十六層,
RPSOMLSJKHIFFAL48CA,20,80.18,住家用,鋼筋混凝土造,82年2月8日,十六層,十五層 陽台
RPSOMLSJKHIFFAL48CA,21,8.73,共有部份,鋼筋混凝土造,81年2月8日,十六層,
RPSOMLSJKHIFFAL48CA,20,11.23,共有部份,鋼筋混凝土造,82年2月8日,十六層,
RPXPMLSJKHIFFAL09CA,35,86.24,住家用,加強磚造,67年7月8日,二層,一層 二層
RPSNMLPJKHIFFBL18CA,33,134.19,住商用,鋼筋混凝土造,68年8月6日,二層,一層 二層 騎樓
RPUOMLOJKHIFFCL48CA,31,193.10,住家用,加強磚造,71年1月16日,二層,
RPVNMLOJKHIFFCL48CA,28,163.54,住商用,鋼筋混凝土造,74年6月23日,三層,一層 二層 三層 電梯樓梯間
RPPTMLPJKHIFFCL58CA,5,19.80,住家用,鋼筋混凝土造,96年7月20日,七層,
RPPTMLPJKHIFFCL58CA,5,10.23,見其他登記事項,鋼筋混凝土造,96年7月20日,七層,
RPROMLLJKHIFFCL87CA,3,164.07,見其他登記事項,見其他登記事項,98年9月9日,四層,一層 二層 三層 四層
RPUQMLQJKHIFFCL88CA,18,84.75,住家用,鋼筋混凝土造,83年12月1日,八層,一層 平台
RPQNMLLJLHIFFBB66CA,,289.52,住宅、停車空間,鋼筋混凝土造,101年9月17日,五層,一層 二層 三層 四層 五層 陽台 雨遮
RPWOMLRJKHIFFCL98CA,15,69.53,住家用,鋼筋混凝土造,87年6月26日,十一層,六層
RPWOMLRJKHIFFCL98CA,15,18.76,見其他登記事項,鋼筋混凝土造,87年6月26日,十一層,
RPQSMLQJKHIFFCL68CA,16,167.42,住家用,鋼筋混凝土造,85年8月7日,四層,一層 二層 三層 四層 陽台
RPURMLRJKHIFFCL09CA,,199.90,人行道、住宅、停車空間,鋼筋混凝土造,101年7月24日,四層,一層 二層 三層 四層 陽台 騎樓
RPUUMLSJKHIFFCB48CA,28,97.32,住家用,鋼筋混凝土造,74年1月7日,五層,二層 陽台
RPWQMLSJKHIFFCL66CA,28,184.48,住商用,鋼筋混凝土造,74年1月31日,四層,
RPSQMLRJKHIFFCL78CA,,154.88,住宅、停車空間,鋼筋混凝土造,101年11月12日,三層,一層 二層 三層 陽台
RPSQMLRJKHIFFCL78CA,,.45,住家用,鋼筋混凝土造,101年11月12日,一層,
RPOSMLLLKHIFFCL18CA,1,156.78,人行道、住宅、停車空間、梯間,鋼筋混凝土造,101年4月12日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓
RPVNMLPLKHIFFCL78CA,38,135.24,農舍,加強磚造,64年4月28日,二層,一層 二層 騎樓
RPROMLTKKHIFFCB77CA,19,122.70,住家用,鋼筋混凝土造,83年1月11日,十二層,三層 陽台 花台
RPROMLTKKHIFFCB77CA,19,45.05,共有部份,鋼筋混凝土造,83年1月11日,十二層,
RPROMLTKKHIFFCB77CA,19,28.67,共有部份,鋼筋混凝土造,83年1月11日,十二層,
RPSOMLTKKHIFFCB87CA,2,48.77,住家用,鋼筋混凝土造,99年11月19日,二十四層,十七層 陽台 雨遮
RPSOMLTKKHIFFCB87CA,2,44.29,本共有部分之項目有停車空間、消防機房、污水機房、揚水機房、水箱、排煙室、梯廳、樓梯間、昇降機間、防空避難室兼停車空間、防災中心、台電配電室、電信室、緊急發電機房、電錶箱室、門廳、管委會空間、中繼機房、屋頂平台、電梯機房、機房等二十一項,鋼筋混凝土造,99年11月19日,二十四層,
RPQOMLOJKHIFFEL28CA,,120.58,住宅‧停車空間,鋼筋混凝土造,101年10月12日,四層,一層 二層 三層 四層 陽台
RPUOMLOJKHIFFEL68CA,,100.28,住宅‧停車空間,鋼筋混凝土造,101年10月12日,四層,一層 二層 三層 四層 陽台
RPROMLOJKHIFFEL38CA,,120.58,住宅‧停車空間,鋼筋混凝土造,101年10月12日,四層,一層 二層 三層 四層 陽台
RPPNMLTJKHIFFEL58CA,40,118.56,住家用,加強磚造,61年11月1日,二層,一層 二層 騎樓
RPTOMLOJKHIFFFL68CA,34,96.96,住商用,鋼筋混凝土、磚造,68年4月17日,二層,一層 二層 騎樓 見其他登記事項
RPXOMLOJKHIFFFL09CA,32,121.97,住商用,加強磚造,70年4月30日,二層,一層 二層 陽台 見其他登記事項
RPTNMLSJKHIFFFL98CA,18,68.81,住家用,鋼筋混凝土造,83年9月26日,八層,四層 陽台
RPTNMLSJKHIFFFL98CA,18,25.89,共有部份,鋼筋混凝土造,83年9月26日,八層,
RPOPMLSJKHIFFFL68CA,34,96.96,住商用,加強磚造,68年6月2日,二層,一層 二層 騎樓 見其他登記事項
RPOOMLRLKHIFFCB37CA,3,147.38,住家用,鋼筋混凝土造,98年7月10日,十四層,六層 陽台 雨遮
RPOOMLRLKHIFFCB37CA,3,94.16,共用,鋼筋混凝土造,98年7月10日,十四層,
RPPRMLOJKHIFFGL68CA,19,73.99,集合住宅,鋼筋混凝土造,82年10月20日,七層,六層 陽台 花台
RPPRMLOJKHIFFGL68CA,19,28.70,共有部份,鋼筋混凝土造,82年10月20日,,
RPWOMLOJKHIFFGL09CA,17,149.88,住房、梯間,鋼筋混凝土造,85年1月25日,三層,一層 二層 三層 陽台 屋頂突出物 雨遮 見其他登記事項
RPOQMLQJKHIFFGL68CA,8,271.68,住家用,鋼筋混凝土造,93年12月17日,四層,一層 二層 三層 四層 陽台
RPRQMLQJKHIFFGL98CA,19,140.66,店舖、住宅、走道,鋼筋混凝土造,82年12月2日,七層,一層 二層 陽台 騎樓 花台
RPRQMLQJKHIFFGL98CA,19,27.48,共有部份,鋼筋混凝土造,82年12月2日,七層,
RPTQMLQJKHIFFGL56CA,34,169.40,住房、店舖、人行道,加強磚造,67年10月14日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓
RPSSMLRJKHIFFGL76CA,12,83.98,農舍,鋼筋混凝土造,90年1月16日,三層,一層 二層 三層 陽台
RPRQMLTKKHIFFGL76CA,31,71.51,住家用,鋼筋混凝土造,71年2月20日,五層,四層
RPRQMLTKKHIFFGL76CA,31,10.68,共有部份,鋼筋混凝土造,71年2月20日,五層,
RPRQMLTKKHIFFGL76CA,31,11.98,共有部份,鋼筋混凝土造,71年2月20日,五層,
RPQPMLKLKHIFFGL38CA,1,172.76,住宅．停車空間．水箱,鋼筋混凝土造,100年11月21日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPVOMLSJKHIFFGL76CA,36,88.14,住商用,加強磚造,65年6月29日,二層,一層 二層 騎樓
RPUNMLLLKHIFFGL68CA,22,113.27,集合住宅,鋼筋混凝土造,79年8月9日,六層,五層 陽台
RPUOMLNLKHIFFGL98CA,18,12.18,共有部份,鋼筋混凝土造,84年2月7日,七層,
RPQNMLPLKHIFFGL68CA,18,245.87,人行道、店住宅、梯間,鋼筋混凝土造,84年3月3日,四層,一層 二層 三層 四層 陽台 平台 雨遮
RPTQMLOJKHIFFHL09CA,17,248.92,人行道、店鋪、住宅、梯間,鋼筋混凝土造,84年9月6日,四層,一層 二層 三層 四層 陽台 平台 騎樓 雨遮 見其他登記事項
RPRNMLPJKHIFFHL68CA,23,126.42,住家用,鋼筋混凝土造,79年1月1日,三層,一層 二層 三層 見其他登記事項
RPTNMLQJKHIFFHL98CA,19,88.80,集合住宅,鋼筋混凝土造,83年6月24日,十三層,十層 陽台
RPTNMLQJKHIFFHL98CA,19,39.45,停車空間、避難室、機械室、水塔、梯間,鋼筋混凝土造,83年6月24日,十三層,
RPTOMLSJKHIFFHL66CA,32,105.38,店舖、住宅,加強磚造,69年11月20日,二層,一層 二層 騎樓
RPOOMLSKKHIFFHL88CA,20,83.48,集合住宅,鋼筋混凝土造,81年11月25日,十二層,三層 陽台
RPOOMLSKKHIFFHL88CA,20,21.78,梯間、防空避難室、停車空間、水箱、機械室,鋼筋混凝土造,81年11月25日,十二層,
RPPNMLTKKHIFFHL98CA,19,76.41,集合住宅,鋼筋混凝土造,82年11月10日,十二層,十一層 陽台 花台
RPPNMLTKKHIFFHL98CA,19,14.33,人行道、梯間、機械間、水箱、防空避難室、管理員室、停車空間,鋼筋混凝土造,82年11月10日,十二層,
RPQNMLTKKHIFFHL09CA,20,183.98,住宅、梯間,鋼筋混凝土造,81年7月13日,四層,一層 二層 三層 四層 陽台 平台 見其他登記事項
RPPNMLKLKHIFFHL18CA,,194.70,住宅,鋼筋混凝土造,101年9月6日,四層,一層 二層 三層 四層 陽台
RPUOMLKLKHIFFHL78CA,6,156.95,住房、停車空間,鋼筋混凝土造,96年1月11日,五層,一層 二層 三層 四層 五層 陽台 雨遮
RPUOMLKLKHIFFHL78CA,6,.19,電信室,鋼筋混凝土造,96年1月11日,一層,
RPVOMLOJKHIFFEL78CA,,100.28,住宅‧停車空間,鋼筋混凝土造,101年10月12日,四層,一層 二層 三層 四層 陽台
RPVNMLPJKHIFFEL78CA,11,110.30,人行道．店舖．住房,鋼筋混凝土造,90年10月18日,三層,一層 二層 三層 騎樓
RPQOMLMLKHIFFHL58CA,35,92.40,住宅、店舖,加強磚造,67年1月10日,二層,一層 二層
RPTNMLRLKHIFFGL56CA,18,87.74,集合住宅,鋼筋混凝土造,84年2月7日,七層,五層 陽台
RPTNMLRLKHIFFGL56CA,18,30.92,共有部份,鋼筋混凝土造,84年2月7日,七層,
RPOQMLLJKHIFFAB66DA,22,501.91,辦公室,鋼骨造,80年4月2日,三十七層,三十六層
RPOQMLLJKHIFFAB66DA,22,354.42,機械房．梯間．水箱．屋頂突出物,鋼骨造,80年4月2日,三十七層,
RPOQMLLJKHIFFAB66DA,22,110.71,停車空間．辦公室．避難室,鋼骨造,80年4月2日,三十七層,
RPUSMLLJKHIFFBB57DA,14,128.92,住家用,鋼筋混凝土造,88年3月9日,九層,八層 陽台
RPUSMLLJKHIFFBB57DA,14,70.06,共有部份,鋼筋混凝土造,88年3月9日,九層,
RPQNMLPLKHIFFAB17DA,29,74.84,國民住宅,鋼筋混凝土造,73年4月23日,七層,五層 陽台
SPPPMLNLKHIFFHL78CA,21,84.41,集合住宅,鋼筋混凝土造,81年3月31日,八層,二層 陽台 露台
SPPPMLNLKHIFFHL78CA,21,13.09,水箱、梯間、突出物、機械房,鋼筋混凝土造,81年3月31日,八層,
RPSRMLPJKHIFFBB67DA,5,58.97,住家用,鋼筋混凝土造,97年1月22日,十五層,四層 陽台
RPSRMLPJKHIFFBB67DA,5,12.33,共有部份,鋼筋混凝土造,97年1月22日,十五層,
RPSRMLPJKHIFFBB67DA,5,13.06,共有部份,鋼筋混凝土造,97年1月22日,十五層,
RPWQMLQJKHIFFBB08DA,21,31.37,住家用,鋼筋混凝土造,81年4月29日,七層,三層 陽台 花台
RPWQMLQJKHIFFBB08DA,21,12.15,共有部份,鋼筋混凝土造,81年4月29日,七層,
RPPRMLOJKHIFFCB37DA,29,107.93,住家用,鋼筋混凝土造,73年5月31日,五層,二層 陽台
RPSNMLOJKHIFFCL28DA,7,112.26,住家用,鋼筋混凝土造,94年9月27日,十四層,十二層 陽台
RPSNMLOJKHIFFCL28DA,7,66.13,防空避難室兼停車空間、梯間、電梯机房、水箱,鋼筋混凝土造,94年9月27日,十四層,
