編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPOQMLSJNHIFFAB57CA,19,37.26,管理員辦公室、防空避難室、廣告塔、人行道、停車空間、交誼廳、水塔、機械房、梯間,鋼筋混凝土造,82年11月2日,十六層,
RPQRMLTJNHIFFAB97CA,1,89.79,集合住宅,鋼筋混凝土造,101年5月28日,十五層,十三層 陽台 雨遮
RPQRMLTJNHIFFAB97CA,1,68.17,本共有部分係依使用執照之建築概要表記載項目有：停車空間、Ａ梯間、Ｂ梯間、Ｃ梯間、Ｄ梯間、水箱、污水機房、消防機房、發電機房、機房、電信室、人行道、大廳、資源回收處理室、垃圾冷藏室、多功能社區中心１及２、警衛室、管理室、閱覽室１及２、健身房、籃球場、外廊、防空避難室、台電受電室Ａ、台電受電室Ｂ、機械室、走廊、電梯機房、車道、屋頂裝飾物等共３２項。,鋼筋混凝土造,101年5月28日,十五層,
RPUPMLTJNHIFFAB18CA,17,31.37,集合住宅,鋼骨鋼筋混凝土造,85年5月20日,十九層,十一層 陽台 花台 雨遮
RPUPMLTJNHIFFAB18CA,17,13.42,共同使用,鋼骨鋼筋混凝土造,85年5月20日,十九層,
RPUPMLTJNHIFFAB18CA,17,6.02,共同使用,鋼骨鋼筋混凝土造,85年5月20日,十九層,
RPQNMLMKNHIFFAB96CA,31,84.10,住家用,鋼筋混凝土造,70年12月23日,七層,四層 陽台
RPQNMLMKNHIFFAB96CA,31,11.31,共有部份,鋼筋混凝土造,70年12月23日,,
RPTRMLPKNHIFFAB97CA,44,86.27,商業用,見其他登記事項,58年1月8日,二層,一層 二層 騎樓
RPSNMLRKNHIFFAB67CA,20,90.35,住家用,鋼筋混凝土造,82年3月11日,七層,五層 陽台
RPSNMLRKNHIFFAB67CA,20,20.64,人行道．機械房．水塔．防空避難室．梯間,鋼筋混凝土造,82年3月11日,七層,
RPQOMLSKNHIFFAB67CA,16,171.26,住家用,鋼筋混凝土造,85年10月16日,十二層,十二層 陽台
RPQOMLSKNHIFFAB67CA,16,50.88,共有部份,鋼筋混凝土造,85年10月16日,十二層,
RPUNMLLLNHIFFAB37CA,7,85.62,集合住宅,鋼筋混凝土造,95年5月1日,十三層,二層 陽台 雨遮
RPUNMLLLNHIFFAB37CA,7,49.13,共用,鋼筋混凝土造,95年5月1日,十四層,
RPUNMLLLNHIFFAB37CA,7,13.97,共用,鋼筋混凝土造,95年5月1日,十三層,
RPUNMLLLNHIFFAB37CA,7,.96,社區中心,鋼筋混凝土造,95年5月1日,十四層,
RPUNMLLLNHIFFAB37CA,7,5.25,共用,鋼筋混凝土造,95年5月1日,十四層,
RPSOMLLJNHIFFBB17CA,30,94.54,住家用,鋼筋混凝土造,72年2月10日,五層,五層 陽台
RPURMLLJNHIFFBB67CA,33,1919.32,商業用,鋼筋混凝土造,69年1月21日,七層,地下層
RPURMLLJNHIFFBB67CA,33,146.51,住家用,鋼筋混凝土造,69年1月21日,七層,一層 二層 騎樓
RPTRMLLJNHIFFBB57CA,18,34.25,住家用,鋼筋混凝土造,84年6月26日,二十四層,十四層 陽台
RPTRMLLJNHIFFBB57CA,18,10.51,共有部份,鋼筋混凝土造,84年6月26日,二十四層,
RPTRMLLJNHIFFBB57CA,18,7.98,共有部份,鋼筋混凝土造,84年6月26日,二十四層,
RPTRMLLJNHIFFBB57CA,18,.00,共有部份,鋼筋混凝土造,84年6月26日,二十四層,
RPXOMLMJNHIFFBB77CA,34,36.40,住家用,鋼筋混凝土造,68年1月9日,八層,七層
RPPPMLMJNHIFFBB07CA,28,92.27,住家用,鋼筋混凝土造,74年1月21日,五層,二層 陽台
RPWPMLMJNHIFFBB77CA,45,48.45,住家用,加強磚造,56年12月16日,一層,
RPWSMLMJNHIFFBB08CA,19,40.48,住家用,鋼筋混凝土造,82年12月22日,七層,六層 陽台
RPWSMLMJNHIFFBB08CA,19,15.44,共有部份,鋼筋混凝土造,82年12月22日,七層,
RPQNMLNJNHIFFBB07CA,33,85.82,住家用,加強磚造,68年12月22日,二層,
RPXQMLMJNHIFFBB97CA,5,342.76,住宅、停車空間、樓梯間、店舖、人行道,鋼筋混凝土造,97年5月30日,四層,一層 二層 三層 四層 陽台 騎樓 見其他登記事項
RPXQMLMJNHIFFBB97CA,5,18.12,共有部份,鋼筋混凝土造,97年5月30日,五層,
RPUNMLNJNHIFFBB47CA,13,100.73,住家用,鋼筋混凝土造,89年2月18日,十四層,三層 陽台
RPUNMLNJNHIFFBB47CA,13,35.99,共有部份,鋼筋混凝土造,89年2月18日,十四層,
RPVNMLNJNHIFFBB57CA,40,47.62,住家用,加強磚造,62年5月1日,一層,一層
RPPRMLNJNHIFFBB37CA,14,31.66,共有部份,鋼筋混凝土造,87年11月10日,四層,
RPQQMLNJNHIFFBB37CA,40,218.15,住家用,鋼筋混凝土加強磚造,62年1月11日,二層,
RPRNMLPJNHIFFBB37CA,27,106.72,住家用,鋼筋混凝土造,74年10月24日,十層,八層 陽台
RPRNMLPJNHIFFBB37CA,27,11.65,人行道，避難室，樓梯間，受電室,鋼筋混凝土造,74年10月24日,十層,
RPPNMLPJNHIFFBB17CA,43,47.54,住家用,加強磚造,59年3月31日,一層,一層
RPRNMLKLNHIFFAB96CA,20,194.91,住家用,鋼筋混凝土造,81年11月5日,十層,九層 十層 陽台 露台 花台
RPRNMLKLNHIFFAB96CA,20,10.05,共有部份,鋼筋混凝土造,81年11月5日,十層,
RPRNMLKLNHIFFAB96CA,20,39.84,避難室．停車場,鋼筋混凝土造,81年11月5日,十層,
RPQUMLRJNHIFFBB18CA,32,161.11,住家用,加強磚造,70年1月30日,二層,一層 二層
RPOOMLRJNHIFFBB37CA,15,130.75,住家用,鋼筋混凝土造,86年10月1日,二十五層,十九層 二十層 陽台 花台 雨遮
RPOOMLRJNHIFFBB37CA,15,.10,辦公室,鋼筋混凝土造,86年10月1日,二十五層,
RPOOMLRJNHIFFBB37CA,15,16.22,共有部份,鋼筋混凝土造,86年10月1日,二十五層,
RPOOMLRJNHIFFBB37CA,16,1.44,停車空間,鋼造,86年8月27日,三層,
RPOOMLRJNHIFFBB37CA,15,25.47,共有部份,鋼筋混凝土造,86年10月1日,二十五層,
RPOOMLRJNHIFFBB37CA,15,32.20,共有部份,鋼筋混凝土造,86年10月1日,二十五層,
RPTNMLSJNHIFFBB87CA,36,88.48,住家用,加強磚造,65年12月20日,二層,一層 二層 陽台 屋頂突出物
RPXWMLRJNHIFFBB09CA,23,135.03,住家用,鋼筋混凝土造,79年6月14日,七層,一層 平台
RPXWMLRJNHIFFBB09CA,23,68.00,共有部份,鋼筋混凝土造,79年6月14日,七層,
RPROMLSJNHIFFBB77CA,16,59.72,住家用,鋼筋混凝土造,86年6月28日,十五層,三層 陽台
RPROMLSJNHIFFBB77CA,16,13.41,共有部份,鋼筋混凝土造,86年6月28日,十五層,
RPROMLSJNHIFFBB77CA,16,8.64,共有部份,鋼筋混凝土造,86年6月28日,十五層,
RPTOMLSJNHIFFBB97CA,20,101.23,住家用,鋼筋混凝土造,82年8月18日,十二層,十一層 陽台 花台
RPTOMLSJNHIFFBB97CA,20,15.50,共有部份,鋼筋混凝土造,82年8月18日,十二層,
RPTOMLSJNHIFFBB97CA,20,14.58,商業用,鋼筋混凝土造,82年8月18日,十二層,
RPPQMLSJNHIFFBB77CA,3,40.86,住家用,鋼筋混凝土造,99年9月9日,十七層,十六層 陽台
RPPQMLSJNHIFFBB77CA,3,31.54,本共有部份係依使用執照之建築概要表記載項目有，停車空間，樓梯間，昇降機間，消防機房兼污水機房，排煙室，水箱，機車停車區，防空避難室兼停車空間，車道，台電配電室，緊急發電機室，機房，電信室等１３項。,鋼筋混凝土造,99年9月9日,十七層,
RPPQMLSJNHIFFBB77CA,3,14.36,本共有部份係依使用執照之建築概要表記載項目有，人行道，管委會管理室，門廳，樓梯間，昇降機間，排煙室，梯廳，公設，透空遮牆，水箱，電梯機房，走廊，車道，外廊等１４項。,鋼筋混凝土造,99年9月9日,十七層,
RPPQMLSJNHIFFBB77CA,3,.00,本共有部份係依使用執照之建築概要表記載項目有，停車空間，樓梯間，昇降機間，消防機房兼污水機房，排煙室，水箱，機車停車區，防空避難室兼停車空間，台電配電室，緊急發電機室，車道，電信室等１２項,鋼筋混凝土造,99年9月9日,十八層,
RPPQMLSJNHIFFBB77CA,3,.00,本共有部份係依使用執照之建築概要表記載項目有，人行道，管委會管理室，門廳，樓梯間，昇降機間，排煙室，透空遮牆，水箱，電梯機房，車道，機房，管委會使用空間，開放空間，外廊，管委會休憩室，管委會交誼廳，管委會閱覽室，垃圾集中處等１８項。,鋼筋混凝土造,99年9月9日,十八層,
RPSPMLSJNHIFFBB97CA,14,167.60,店舖，停車空間，住宅，樓梯間,鋼筋混凝土造,88年4月2日,三層,一層 二層 三層 陽台 屋頂突出物
RPWSMLSJNHIFFBB68CA,19,70.88,住家用,鋼筋混凝土造,83年8月25日,七層,四層 陽台
RPWSMLSJNHIFFBB68CA,19,25.91,共有部份,鋼筋混凝土造,83年8月25日,九層,
RPWSMLSJNHIFFBB68CA,19,7.14,共有部份,鋼筋混凝土造,83年8月25日,九層,
RPWSMLSJNHIFFBB68CA,19,.15,人行道、管理員室,鋼筋混凝土造,83年8月25日,七層,
RPSSMLSJNHIFFBB28CA,14,78.82,住家用,鋼筋混凝土造,88年4月22日,九層,二層 陽台
RPSSMLSJNHIFFBB28CA,14,38.12,共有部份,鋼筋混凝土造,88年4月22日,九層,
RPVQMLSJNHIFFBB38CA,20,428.75,住家用,鋼筋混凝土造,81年11月27日,三層,一層 二層 三層 陽台 平台 屋頂突出物 露台 花台 雨遮 地下一層 地下二層
RPUNMLTJNHIFFBB08CA,24,84.54,住家用,鋼筋混凝土造,78年9月8日,七層,一層 陽台 平台 花台
RPUNMLTJNHIFFBB08CA,24,6.09,共有部份,鋼筋混凝土造,78年9月8日,七層,
RPUNMLTJNHIFFBB08CA,24,19.06,避難室,鋼筋混凝土造,78年9月8日,七層,
RPUNMLTJNHIFFBB08CA,24,8.85,共有部份,鋼筋混凝土造,78年9月8日,七層,
RPVNMLLLNHIFFAB47CA,19,74.96,住家用,鋼筋混凝土造,82年9月22日,七層,六層 陽台
RPVNMLLLNHIFFAB47CA,19,.77,商業用,鋼筋混凝土造,82年9月22日,七層,
RPVNMLLLNHIFFAB47CA,19,23.74,防空避難室，停車空間，集合住宅，水塔，梯間，機械房,鋼筋混凝土造,82年9月22日,七層,
RPVNMLLLNHIFFAB47CA,19,16.63,防空避難室，停車空間，集合住宅，水塔，梯間，機械房,鋼筋混凝土造,82年9月22日,七層,
RPPOMLTJNHIFFBB67CA,13,203.49,辦公室,鋼骨鋼筋混凝土造,89年6月3日,二十八層,二十一層 陽台 雨遮
RPPOMLTJNHIFFBB67CA,13,75.94,本共有部份係依使用執照之建築概要表記載項目有：停車空間，梯廳，排煙室，樓梯間，消防機房，水箱，車道，行動不便電梯，緊急升降機電梯，電梯，停車空間兼防空避難室，台電配電室，電錶室，機車停車空間，電信室，垃圾集中處，儲藏室等１７項。,鋼骨鋼筋混凝土造,89年6月3日,二十八層,
RPPOMLTJNHIFFBB67CA,13,56.22,本共有部份係依使用執照之建築概要表記載項目有：門廳，門廊，排煙室，樓梯間，儲藏室，行動不便電梯，緊急升降機電梯，電梯，防災中心，發電機房，梯廳，消防中繼機房，管委會使用空間，電梯機房，水錶室，水箱等１６項。,鋼骨鋼筋混凝土造,89年6月3日,二十八層,
RPOUMLTJNHIFFBB18CA,33,93.02,住家用,鋼筋混凝土造,69年7月9日,五層,五層 陽台
RPRPMLKKNHIFFBB17CA,7,48.22,住家用,鋼筋混凝土造,94年12月8日,十八層,十八層 陽台
RPRPMLKKNHIFFBB17CA,7,51.28,共有部份,鋼筋混凝土造,94年12月8日,十八層,
RPPPMLLKNHIFFBB07CA,31,51.13,住家用,鋼筋混凝土造,70年12月24日,五層,二層 陽台
RPOOMLOKNHIFFBB17CA,21,166.24,住家用,鋼筋混凝土造,81年5月8日,十四層,九層 十層 陽台
RPOOMLOKNHIFFBB17CA,21,12.83,停車空間、防空避難室,鋼筋混凝土造,81年5月8日,十四層,
RPOOMLOKNHIFFBB17CA,21,33.73,辦公室,鋼筋混凝土造,81年5月8日,十四層,
RPOOMLOKNHIFFBB17CA,21,24.40,共有部份,鋼筋混凝土造,81年5月8日,十四層,
RPUNMLPJNHIFFBB67CA,19,100.59,住家用,鋼筋混凝土造,82年10月26日,八層,六層 陽台 花台
RPPOMLMLNHIFFAB07CA,24,23.62,住家用,鋼筋混凝土造,78年6月9日,七層,四層 陽台 花台
RPPOMLMLNHIFFAB07CA,24,19.16,住家用,鋼筋混凝土造,78年6月9日,七層,
RPPOMLMLNHIFFAB07CA,24,16.02,人行道，梯間，機械房，水箱，配電室，走道,,78年6月9日,七層,
RPQSMLPKNHIFFBB87CA,4,18.50,住家用,鋼筋混凝土造,97年11月28日,十七層,七層 陽台
RPQSMLPKNHIFFBB87CA,4,3.86,共有部份,鋼筋混凝土造,97年11月28日,十七層,
RPQSMLPKNHIFFBB87CA,4,7.76,共有部份,鋼筋混凝土造,97年11月28日,十七層,
RPQPMLLLNHIFFAB17CA,17,96.92,店舖、集合住宅,鋼筋混凝土造,85年8月29日,十四層,一層 二層 陽台
RPQPMLLLNHIFFAB17CA,17,45.92,共同使用,鋼筋混凝土造,85年8月29日,十四層,
RPUSMLPKNHIFFBB28CA,18,29.75,商業用,鋼筋混凝土造,83年12月22日,十七層,十三層 陽台
RPUSMLPKNHIFFBB28CA,18,13.83,共有部份,鋼筋混凝土造,83年12月22日,十七層,
RPVSMLPKNHIFFBB38CA,20,87.36,住家用,鋼筋混凝土造,81年11月10日,七層,五層 陽台 花台
RPVSMLPKNHIFFBB38CA,20,29.40,共有部份,鋼筋混凝土造,81年11月10日,七層,
RPQPMLNKNHIFFBB37CA,3,90.75,住家用,鋼筋混凝土造,99年9月9日,十八層,十二層 陽台 雨遮
RPQPMLNKNHIFFBB37CA,3,42.51,本共有部份係依使用執照之建築概要表記載項目有，停車空間，樓梯間，昇降機間，消防機房兼污水機房，排煙室，水箱，機車停車區，防空避難室兼停車空間，台電配電室，緊急發電機室，車道，電信室等１２項,鋼筋混凝土造,99年9月9日,十八層,
RPQPMLNKNHIFFBB37CA,3,18.50,本共有部份係依使用執照之建築概要表記載項目有，人行道，管委會管理室，門廳，樓梯間，昇降機間，排煙室，透空遮牆，水箱，電梯機房，車道，機房，管委會使用空間，開放空間，外廊，管委會休憩室，管委會交誼廳，管委會閱覽室，垃圾集中處等１８項。,鋼筋混凝土造,99年9月9日,十八層,
RPVRMLQKNHIFFBB38CA,9,4.40,機電設備室，辦公室，梯間，管理員室，社區閱覽室,ＲＣ造,93年8月2日,五層,一層 二層 三層 四層 五層 陽台 屋頂突出物 地下層
RPVRMLQKNHIFFBB38CA,9,185.67,停車空間，住房,ＲＣ造,93年8月2日,四層,一層 二層 三層 四層 陽台 雨遮
RPXRMLQKNHIFFBB58CA,6,50.07,住家用,鋼筋混凝土造,95年12月25日,十四層,七層 陽台
RPXRMLQKNHIFFBB58CA,6,12.63,共有部份,鋼筋混凝土造,95年12月25日,十四層,
RPXRMLQKNHIFFBB58CA,6,43.52,共有部份,鋼筋混凝土造,95年12月25日,十四層,
RPXSMLRKNHIFFBB78CA,,62.60,住家用,鋼筋混凝土造,101年11月9日,十二層,十一層 陽台 雨遮
RPXSMLRKNHIFFBB78CA,,34.68,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPXSMLRKNHIFFBB78CA,,13.59,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPQNMLPKNHIFFBB37CA,19,96.03,住家用,鋼筋混凝土造,83年4月19日,十三層,七層 陽台 花台
RPQNMLPKNHIFFBB37CA,19,17.63,共有部份,鋼筋混凝土造,83年4月19日,十三層,
RPQNMLPKNHIFFBB37CA,19,.00,共有部份,鋼筋混凝土造,83年4月19日,十三層,
RPQQMLRLNHIFFAB87CA,7,78.30,集合住宅,鋼筋混凝土造,95年6月22日,三十二層,二十三層 陽台 雨遮
RPQQMLRLNHIFFAB87CA,7,.08,店舖,鋼筋混凝土造,95年6月22日,三十二層,
RPOOMLLLNHIFFBB96CA,41,197.78,商業用,鋼筋混凝土加強磚造,61年8月10日,三層,一層 二層 三層 騎樓 地下層
RPROMLTJNHIFFBB87CA,13,115.75,辦公室,鋼骨鋼筋混凝土造,89年6月3日,二十八層,二十五層 陽台
RPROMLTJNHIFFBB87CA,13,55.16,本共有部份係依使用執照之建築概要表記載項目有：停車空間，梯廳，排煙室，樓梯間，消防機房，水箱，車道，行動不便電梯，緊急升降機電梯，電梯，停車空間兼防空避難室，台電配電室，電錶室，機車停車空間，電信室，垃圾集中處，儲藏室等１７項。,鋼骨鋼筋混凝土造,89年6月3日,二十八層,
RPROMLTJNHIFFBB87CA,13,31.90,本共有部份係依使用執照之建築概要表記載項目有：門廳，門廊，排煙室，樓梯間，儲藏室，行動不便電梯，緊急升降機電梯，電梯，防災中心，發電機房，梯廳，消防中繼機房，管委會使用空間，電梯機房，水錶室，水箱等１６項。,鋼骨鋼筋混凝土造,89年6月3日,二十八層,
RPSRMLNLNHIFFBB87CA,5,49.44,辦公室,鋼筋混凝土造,97年1月30日,十四層,九層 陽台
RPSRMLNLNHIFFBB87CA,5,35.35,共有部份,鋼筋混凝土造,97年1月30日,十四層,
RPRRMLLLNHIFFBB57CA,22,271.66,商業用,鋼筋混凝土造,80年2月11日,十二層,六層 陽台 花台
RPRRMLLLNHIFFBB57CA,22,30.37,停車空間、避難室,鋼筋混凝土造,80年2月11日,十二層,
RPRRMLLLNHIFFBB57CA,22,24.09,停車空間、避難室,鋼筋混凝土造,80年2月11日,十二層,
RPRRMLLLNHIFFBB57CA,22,11.07,人行道，梯間，水塔，機械室，配電室,鋼筋混凝土造,80年2月11日,十二層,
RPRRMLKLNHIFFBB47CA,26,76.91,住家用,鋼筋混凝土造,75年9月12日,七層,四層 陽台
RPRRMLKLNHIFFBB47CA,26,36.71,共有部份,鋼筋混凝土造,75年9月12日,七層,
RPQPMLSLNHIFFAB87CA,19,33.13,住家用,鋼筋混凝土造,83年3月22日,十二層,五層 陽台
RPQPMLSLNHIFFAB87CA,19,10.35,住家用,鋼筋混凝土造,83年3月22日,十二層,五層 陽台
RPXNMLSKNHIFFBB38CA,6,195.04,住宅，停車空間,鋼筋混凝土造,96年7月30日,五層,一層 二層 三層 四層 五層 陽台
RPWNMLSKNHIFFBB28CA,18,115.43,住家用,鋼筋混凝土造,83年11月12日,十七層,十七層 陽台 花台 雨遮
RPWNMLSKNHIFFBB28CA,18,31.50,共有部份,鋼筋混凝土造,83年11月12日,十七層,
RPUTMLQKNHIFFBB48CA,16,60.26,住家用,鋼筋混凝土造,86年1月27日,十二層,三層 陽台 露台
RPUTMLQKNHIFFBB48CA,16,.00,共有部份,鋼筋混凝土造,86年1月27日,十二層,
RPUTMLQKNHIFFBB48CA,16,.00,共有部份,鋼筋混凝土造,86年1月27日,十二層,
RPUTMLQKNHIFFBB48CA,16,.00,共有部份,鋼筋混凝土造,86年1月27日,十二層,
RPUTMLQKNHIFFBB48CA,16,.00,共有部份,鋼筋混凝土造,86年1月27日,十二層,
RPUTMLQKNHIFFBB48CA,16,.00,共有部份,鋼筋混凝土造,86年1月27日,十二層,
RPUTMLQKNHIFFBB48CA,16,.00,共有部份,鋼筋混凝土造,86年1月27日,十二層,
RPUTMLQKNHIFFBB48CA,16,6.34,共有部份,鋼筋混凝土造,86年1月27日,十二層,
RPUTMLQKNHIFFBB48CA,16,.00,共有部份,鋼筋混凝土造,86年1月27日,十二層,
RPUTMLQKNHIFFBB48CA,16,.00,共有部份,鋼筋混凝土造,86年1月27日,十二層,
RPUTMLQKNHIFFBB48CA,16,6.98,共有部份,鋼筋混凝土造,86年1月27日,十二層,
RPUTMLQKNHIFFBB48CA,16,12.58,共有部份,鋼筋混凝土造,86年1月27日,十二層,
RPOTMLLJNHIFFCB37CA,33,62.97,住家用,鋼筋混凝土造,69年6月21日,五層,二層
RPRRMLMJNHIFFCB57CA,6,82.43,住家用,鋼筋混凝土造,95年11月13日,二十八層,十二層 陽台 雨遮
RPRRMLMJNHIFFCB57CA,6,68.62,共用,鋼筋混凝土造,95年11月13日,二十八層,
RPPNMLOJNHIFFCB17CA,18,102.51,住家用,鋼筋混凝土造,83年10月21日,十五層,九層 陽台
RPPNMLOJNHIFFCB17CA,18,33.51,共有部份,鋼筋混凝土造,83年10月21日,十五層,
RPPNMLOJNHIFFCB17CA,18,16.37,商業用,鋼筋混凝土造,83年10月21日,十五層,
RPPNMLOJNHIFFCB17CA,18,5.83,共有部份,鋼筋混凝土造,83年10月21日,十五層,
RPRNMLOJNHIFFCB37CA,22,40.08,住家用,鋼筋混凝土造,80年3月21日,七層,三層 陽台 花台
RPRNMLOJNHIFFCB37CA,22,11.34,共有部份,鋼筋混凝土造,80年3月21日,七層,
RPRNMLOJNHIFFCB37CA,22,3.81,避難室、停車空間,鋼筋混凝土造,80年3月21日,七層,
RPRPMLOJNHIFFCB57CA,5,230.54,住宅、機電空間,鋼筋混凝土造,97年4月30日,四層,一層 二層 三層 四層 陽台 地下一層
RPRPMLOJNHIFFCB57CA,5,57.07,共用,鋼筋混凝土造,97年4月30日,四層,
RPTPMLOJNHIFFCB77CA,7,119.09,住家用,鋼筋混凝土造,94年11月10日,二十三層,二十三層 陽台 雨遮
RPTPMLOJNHIFFCB77CA,7,82.60,共用,鋼筋混凝土造,94年11月10日,二十三層,
RPORMLOJNHIFFCB47CA,4,87.31,住家用,鋼筋混凝土造,97年11月27日,二十二層,十層 陽台 雨遮
RPORMLOJNHIFFCB47CA,4,51.44,共用,鋼筋混凝土造,97年11月27日,二十二層,
RPTVMLRJNHIFFCB68CA,18,115.72,住家用,鋼筋混凝土造,84年3月21日,七層,四層 陽台
RPTVMLRJNHIFFCB68CA,18,22.49,共有部份,鋼筋混凝土造,84年3月21日,七層,
RPTVMLRJNHIFFCB68CA,18,15.73,共有部份,鋼筋混凝土造,84年3月21日,七層,
RPWWMLRJNHIFFCB09CA,5,103.79,住家用,鋼筋混凝土造,97年6月27日,十二層,十層 陽台 雨遮
RPWWMLRJNHIFFCB09CA,5,74.99,共用部份,鋼筋混凝土造,97年6月27日,十二層,
RPUNMLRLNHIFFBB08CA,21,125.28,住家用,鋼筋混凝土造,80年12月26日,十五層,九層 陽台 花台
RPUNMLRLNHIFFBB08CA,21,12.50,共有部份,鋼筋混凝土造,80年12月26日,十五層,
RPUNMLRLNHIFFBB08CA,21,37.00,停車空間，避難室,鋼筋混凝土造,80年12月26日,十五層,
RPTOMLQJNHIFFCB87CA,19,109.94,住家用,鋼筋混凝土造,82年10月18日,十二層,七層 陽台 花台
RPTOMLQJNHIFFCB87CA,19,29.30,共有部份,鋼筋混凝土造,82年10月18日,十二層,
RPROMLSJNHIFFCB87CA,2,263.70,住家用,鋼筋混凝土造,100年1月12日,二十五層,十六層 陽台 雨遮
RPROMLSJNHIFFCB87CA,2,57.82,本共有部份之項目有：防災中心、行動不便者電梯、開放空間、大廳、緊急升降機、排煙室、廊道、梯間、社區小型游泳池、水池、中繼水箱、避難走廊、中繼機房、樓梯間、機械室、水錶室、水塔等十七項。,鋼筋混凝土造,100年1月12日,二十五層,
RPROMLSJNHIFFCB87CA,2,102.76,本共有部份之項目有：水箱、梯間、緊急升降機、污水機房、行動不便者電梯、排煙室、停車空間、車道、消防機房、機房、發電機室、防空避難室兼停車空間、游泳池機房、台電配電室、錶箱室、管委會使用空間、垃圾集中室、汽車及機車停車空間等十八項。,鋼筋混凝土造,100年1月12日,二十五層,
